loss,learning_rate,epoch,step,disorder,fold,eval_loss,eval_tau_val,eval_f1,eval_auc,eval_accuracy,eval_precision,eval_recall,eval_TP,eval_FP,eval_FN,eval_TN,eval_pred_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second
0.0823,8.292682926829268e-06,2.55,120,NPD (d4),4,,,,,,,,,,,,,,,
0.0256,7.0731707317073175e-06,2.77,130,NPD (d4),4,,,,,,,,,,,,,,,
0.0348,5.853658536585366e-06,2.98,140,NPD (d4),4,,,,,,,,,,,,,,,
,,3.0,141,NPD (d4),4,0.26102373003959656,0.5,0.9573,0.9946,0.9574,0.9607,0.9574,24.0,2.0,0.0,21.0,0.0,1.5794,29.758,7.598
0.018,4.634146341463416e-06,3.19,150,NPD (d4),4,,,,,,,,,,,,,,,
0.0159,3.414634146341464e-06,3.4,160,NPD (d4),4,,,,,,,,,,,,,,,
0.0246,2.1951219512195125e-06,3.62,170,NPD (d4),4,,,,,,,,,,,,,,,
0.0118,9.75609756097561e-07,3.83,180,NPD (d4),4,,,,,,,,,,,,,,,
,,4.0,188,NPD (d4),4,0.22526921331882477,0.5,0.9361,0.9946,0.9362,0.9369,0.9362,23.0,2.0,1.0,21.0,0.0,3.8071,12.345,3.152
1.157,8.333333333333334e-06,0.3,10,Panic (d5),1,,,,,,,,,,,,,,,
1.0823,1.6666666666666667e-05,0.61,20,Panic (d5),1,,,,,,,,,,,,,,,
1.1198,1.888888888888889e-05,0.91,30,Panic (d5),1,,,,,,,,,,,,,,,
,,1.0,33,Panic (d5),1,0.9587576389312744,0.5,0.3166,0.8162,0.4848,0.2351,0.4848,0.0,0.0,17.0,16.0,0.0,3.2171,10.258,2.798
0.8507,1.7037037037037038e-05,1.21,40,Panic (d5),1,,,,,,,,,,,,,,,
0.9764,1.5185185185185187e-05,1.52,50,Panic (d5),1,,,,,,,,,,,,,,,
0.5954,1.3333333333333333e-05,1.82,60,Panic (d5),1,,,,,,,,,,,,,,,
,,2.0,66,Panic (d5),1,0.6110508441925049,0.5,0.8485,0.9375,0.8485,0.85,0.8485,14.0,2.0,3.0,14.0,0.0,4.3691,7.553,2.06
0.701,1.1481481481481482e-05,2.12,70,Panic (d5),1,,,,,,,,,,,,,,,
0.3671,9.62962962962963e-06,2.42,80,Panic (d5),1,,,,,,,,,,,,,,,
0.2852,7.77777777777778e-06,2.73,90,Panic (d5),1,,,,,,,,,,,,,,,
,,3.0,99,Panic (d5),1,0.5810876488685608,0.5,0.7839,0.9449,0.7879,0.8185,0.7879,11.0,1.0,6.0,15.0,0.0,4.3315,7.619,2.078
0.3311,5.925925925925926e-06,3.03,100,Panic (d5),1,,,,,,,,,,,,,,,
0.1593,4.074074074074074e-06,3.33,110,Panic (d5),1,,,,,,,,,,,,,,,
0.3268,2.222222222222222e-06,3.64,120,Panic (d5),1,,,,,,,,,,,,,,,
0.1444,3.7037037037037036e-07,3.94,130,Panic (d5),1,,,,,,,,,,,,,,,
,,4.0,132,Panic (d5),1,0.40676218271255493,0.5,0.8788,0.9706,0.8788,0.8788,0.8788,15.0,2.0,2.0,14.0,0.0,5.2376,6.301,1.718
1.1496,8.333333333333334e-06,0.3,10,Panic (d5),2,,,,,,,,,,,,,,,
1.1446,1.6666666666666667e-05,0.61,20,Panic (d5),2,,,,,,,,,,,,,,,
1.1137,1.888888888888889e-05,0.91,30,Panic (d5),2,,,,,,,,,,,,,,,
,,1.0,33,Panic (d5),2,0.9935066103935242,0.5,0.3333,0.9273,0.5,0.25,0.5,0.0,0.0,17.0,17.0,0.0,5.4042,6.291,1.665
1.0172,1.7037037037037038e-05,1.21,40,Panic (d5),2,,,,,,,,,,,,,,,
0.7814,1.5185185185185187e-05,1.52,50,Panic (d5),2,,,,,,,,,,,,,,,
0.9979,1.3333333333333333e-05,1.82,60,Panic (d5),2,,,,,,,,,,,,,,,
,,2.0,66,Panic (d5),2,0.7238362431526184,0.5,0.5968,0.9481,0.6471,0.7931,0.6471,5.0,0.0,12.0,17.0,0.0,5.4103,6.284,1.663
0.6339,1.1481481481481482e-05,2.12,70,Panic (d5),2,,,,,,,,,,,,,,,
0.4194,9.62962962962963e-06,2.42,80,Panic (d5),2,,,,,,,,,,,,,,,
0.3888,7.77777777777778e-06,2.73,90,Panic (d5),2,,,,,,,,,,,,,,,
,,3.0,99,Panic (d5),2,0.5174843668937683,0.5,0.8819,0.9377,0.8824,0.8877,0.8824,14.0,1.0,3.0,16.0,0.0,5.4137,6.28,1.662
0.3135,5.925925925925926e-06,3.03,100,Panic (d5),2,,,,,,,,,,,,,,,
0.2367,4.074074074074074e-06,3.33,110,Panic (d5),2,,,,,,,,,,,,,,,
0.2543,2.222222222222222e-06,3.64,120,Panic (d5),2,,,,,,,,,,,,,,,
0.1602,3.7037037037037036e-07,3.94,130,Panic (d5),2,,,,,,,,,,,,,,,
,,4.0,132,Panic (d5),2,0.5012221336364746,0.5,0.9117,0.9343,0.9118,0.9132,0.9118,15.0,1.0,2.0,16.0,0.0,5.3995,6.297,1.667
1.1268,8.333333333333334e-06,0.3,10,Panic (d5),3,,,,,,,,,,,,,,,
1.1307,1.6666666666666667e-05,0.61,20,Panic (d5),3,,,,,,,,,,,,,,,
1.1292,1.888888888888889e-05,0.91,30,Panic (d5),3,,,,,,,,,,,,,,,
,,1.0,33,Panic (d5),3,1.0021002292633057,0.5,0.3333,0.8858,0.5,0.25,0.5,0.0,0.0,17.0,17.0,0.0,2.781,12.226,3.236
0.9894,1.7037037037037038e-05,1.21,40,Panic (d5),3,,,,,,,,,,,,,,,
0.7108,1.5185185185185187e-05,1.52,50,Panic (d5),3,,,,,,,,,,,,,,,
0.5996,1.3333333333333333e-05,1.82,60,Panic (d5),3,,,,,,,,,,,,,,,
,,2.0,66,Panic (d5),3,0.5083541870117188,0.5,0.8211,0.9758,0.8235,0.8425,0.8235,12.0,1.0,5.0,16.0,0.0,2.7794,12.233,3.238
0.4186,1.1481481481481482e-05,2.12,70,Panic (d5),3,,,,,,,,,,,,,,,
0.2236,9.62962962962963e-06,2.42,80,Panic (d5),3,,,,,,,,,,,,,,,
0.3084,7.77777777777778e-06,2.73,90,Panic (d5),3,,,,,,,,,,,,,,,
,,3.0,99,Panic (d5),3,0.3487682640552521,0.5,0.9117,0.9827,0.9118,0.9132,0.9118,16.0,2.0,1.0,15.0,0.0,2.7754,12.251,3.243
0.227,5.925925925925926e-06,3.03,100,Panic (d5),3,,,,,,,,,,,,,,,
0.0639,4.074074074074074e-06,3.33,110,Panic (d5),3,,,,,,,,,,,,,,,
0.1467,2.222222222222222e-06,3.64,120,Panic (d5),3,,,,,,,,,,,,,,,
0.0613,3.7037037037037036e-07,3.94,130,Panic (d5),3,,,,,,,,,,,,,,,
,,4.0,132,Panic (d5),3,0.31113743782043457,0.5,0.9412,0.9862,0.9412,0.9412,0.9412,16.0,1.0,1.0,16.0,0.0,2.778,12.239,3.24
1.119,8.333333333333334e-06,0.3,10,Panic (d5),4,,,,,,,,,,,,,,,
1.1486,1.6666666666666667e-05,0.61,20,Panic (d5),4,,,,,,,,,,,,,,,
1.0522,1.888888888888889e-05,0.91,30,Panic (d5),4,,,,,,,,,,,,,,,
,,1.0,33,Panic (d5),4,0.9663267731666565,0.5,0.5522,0.9377,0.6176,0.7833,0.6176,4.0,0.0,13.0,17.0,0.0,2.6876,12.651,3.349
0.9318,1.7037037037037038e-05,1.21,40,Panic (d5),4,,,,,,,,,,,,,,,
0.7822,1.5185185185185187e-05,1.52,50,Panic (d5),4,,,,,,,,,,,,,,,
0.6945,1.3333333333333333e-05,1.82,60,Panic (d5),4,,,,,,,,,,,,,,,
,,2.0,66,Panic (d5),4,0.7039799690246582,0.5,0.9111,0.9689,0.9118,0.925,0.9118,17.0,3.0,0.0,14.0,0.0,2.6219,12.968,3.433
0.5969,1.1481481481481482e-05,2.12,70,Panic (d5),4,,,,,,,,,,,,,,,
0.42,9.62962962962963e-06,2.42,80,Panic (d5),4,,,,,,,,,,,,,,,
0.3359,7.77777777777778e-06,2.73,90,Panic (d5),4,,,,,,,,,,,,,,,
,,3.0,99,Panic (d5),4,0.5683728456497192,0.5,0.8819,0.9619,0.8824,0.8877,0.8824,16.0,3.0,1.0,14.0,0.0,2.6096,13.029,3.449
0.2239,5.925925925925926e-06,3.03,100,Panic (d5),4,,,,,,,,,,,,,,,
0.2732,4.074074074074074e-06,3.33,110,Panic (d5),4,,,,,,,,,,,,,,,
0.157,2.222222222222222e-06,3.64,120,Panic (d5),4,,,,,,,,,,,,,,,
0.1169,3.7037037037037036e-07,3.94,130,Panic (d5),4,,,,,,,,,,,,,,,
,,4.0,132,Panic (d5),4,0.5650100708007812,0.5,0.8819,0.955,0.8824,0.8877,0.8824,16.0,3.0,1.0,14.0,0.0,2.3616,14.397,3.811
